Countycode,County,Jurisdiction (NCIC),BCS number,ID,Victim Number,Month of Report,Year of Report,Total Victim,Total Suspects,Gender,W_Race/Ethnicity,Race/Ethnicity,Age,Crime Status,Victim/Offender Relationship #1,Victim/Offender Relationship #2,Victim/Offender Relationship #3,Victim/Offender Relationship #4,Month of Incident,Day of month of Incident,Year of Incident,Day of week,Year of Death,Means of death,Location,Precipitating Event,Special Circumstance
50,Stanislaus,5002,17548,500217548,1,7,2009,2,1,female,Asian,Other Asian,23,1,Girlfriend,,,,7,20,2009,2,2009,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5007,16524,500716524,1,2,2009,1,1,male,Black or African American,Black,32,1,Boyfriend,,,,2,16,2009,2,2009,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,21969,500021969,1,3,2011,1,1,female,White,White,26,1,Girlfriend,,,,3,21,2011,2,2011,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,22149,500022149,1,4,2011,1,1,male,White,White,91,1,Boyfriend,,,,4,14,2011,5,2011,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,22913,500222913,1,8,2011,1,1,female,White,White,60,1,Wife,,,,8,21,2011,1,2011,Firearm (not specified),Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5007,21844,500721844,1,2,2011,1,1,female,Hispanic,Hispanic,33,1,Girlfriend,,,,2,14,2011,2,2011,Firearm (not specified),Street/side walk,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,26069,500226069,1,11,2012,1,1,male,Black or African American,Black,64,1,Husband,,,,11,30,2012,6,2012,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,26214,500226214,1,12,2012,1,1,female,Black or African American,Black,28,1,Girlfriend,,,,12,14,2012,6,2012,Knife or other stabbing instrument,Unknown,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,27687,500027687,2,7,2013,2,1,female,Hispanic,Hispanic,35,1,Wife,,,,7,9,2013,3,2013,Firearm (not specified),Street/side walk,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,27891,500027891,1,8,2013,1,1,female,Hispanic,Hispanic,30,1,Wife,,,,8,28,2013,4,2013,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,28319,500228319,1,11,2013,1,1,female,White,White,70,1,Wife,,,,11,6,2013,4,2013,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,29693,500029693,1,2,2014,1,1,female,Hispanic,Hispanic,41,1,Girlfriend,,,,2,26,2014,4,2014,Unknown,"Park, public use area",Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,32325,500032325,1,7,2015,1,1,female,White,White,48,1,Wife,,,,7,27,2015,2,2015,Blunt object,Other,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,32305,500232305,5,7,2015,5,1,female,White,White,38,1,Girlfriend,,,,7,18,2015,7,2015,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,33938,500233938,1,1,2016,1,1,female,Hispanic,Hispanic,19,1,Girlfriend,,,,1,22,2016,6,2016,Asphyxiation,Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,35806,500235806,1,11,2016,1,1,female,White,White,59,1,Wife,,,,11,17,2016,5,2016,Rifle,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5001,36291,500136291,1,2,2017,1,1,female,Hispanic,Hispanic,26,1,Girlfriend,,,,2,26,2017,1,2017,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,36669,500236669,1,4,2017,1,1,female,White,White,30,1,Girlfriend,,,,4,4,2017,3,2017,Knife or other stabbing instrument,Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,37066,500237066,3,6,2017,3,1,female,White,White,30,1,Wife,,,,6,17,2017,7,2017,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,39286,500039286,1,5,2018,1,1,female,White,White,40,1,Girlfriend,,,,5,3,2018,5,2018,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,39536,500039536,1,6,2018,1,1,female,Hispanic,Hispanic,32,1,Girlfriend,,,,6,6,2018,4,2018,Rope/Garrote,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,39065,500239065,1,4,2018,1,1,female,White,White,47,1,Wife,,,,4,3,2018,3,2018,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5003,40762,500340762,1,11,2018,1,1,female,Hispanic,Hispanic,39,1,Girlfriend,,,,11,21,2018,4,2018,Knife or other stabbing instrument,Residence of offender,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5000,41450,500041450,1,4,2019,1,1,female,Hispanic,Hispanic,25,1,Girlfriend,,,,4,8,2019,2,2019,Rope/Garrote,Street/side walk,Domestic Violence,Non-death penalty homicide.
50,Stanislaus,5002,44090,500244090,1,06,2020,1,1,female,Asian,Other Asian,28,1,Girlfriend,,,,06,03,2020,4,2020,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Unable to determine (not enough information)
51,Sutter,5100,00383,510000383,1,2,2001,1,1,female,White,White,55,1,Wife,,,,2,10,2001,7,2001,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
51,Sutter,5100,00840,510000840,1,5,2001,1,1,male,White,White,62,1,Husband,,,,4,6,2001,6,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
51,Sutter,5100,00119,510000119,1,2,2002,1,1,female,White,White,19,1,Girlfriend,,,,2,26,2002,3,2002,Handgun (pistol/revolver),Street/side walk,Domestic Violence,Non-death penalty homicide.
51,Sutter,5102,02310,510202310,1,11,2002,4,1,female,Hispanic,Hispanic,26,1,Wife,,,,11,9,2002,7,2002,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
51,Sutter,5102,02310,510202310,2,11,2002,4,1,male,Hispanic,Hispanic,05,1,Son,,,,11,9,2002,7,2002,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
51,Sutter,5102,02310,510202310,3,11,2002,4,1,male,Hispanic,Hispanic,09,1,Son,,,,11,9,2002,7,2002,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
51,Sutter,5102,02310,510202310,4,11,2002,4,1,male,Hispanic,Hispanic,09,1,Son,,,,11,9,2002,7,2002,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
51,Sutter,5102,44274,510244274,1,07,2020,1,1,female,White,White,37,1,Girlfriend,,,,07,19,2020,1,2020,Other,Vacant field,Domestic Violence,"The murder was especially heinous, atrocious or cruel, manifesting exceptional depravity."
52,Tehama,5200,02098,520002098,1,11,2001,1,1,male,White,White,45,1,Husband,,,,11,7,2001,4,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
52,Tehama,5200,05755,520005755,1,9,2005,1,1,female,White,White,46,1,Wife,,,,9,11,2005,1,2005,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
52,Tehama,5202,07266,520207266,1,3,2006,1,1,male,Hispanic,Hispanic,32,1,Boyfriend,,,,3,6,2006,2,2006,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
52,Tehama,5200,18592,520018592,1,11,2009,1,1,female,White,White,51,1,Wife,,,,11,8,2009,1,2009,Rifle,Shared residence,Domestic Violence,Non-death penalty homicide.
52,Tehama,5201,18819,520118819,1,11,2009,1,1,female,White,White,55,1,Girlfriend,,,,11,23,2009,2,2009,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
52,Tehama,5202,23945,520223945,1,4,2011,1,1,female,Hispanic,Hispanic,42,1,Girlfriend,,,,4,27,2011,4,2011,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
52,Tehama,5200,30141,520030141,1,8,2014,1,1,female,White,White,31,1,Wife,,,,8,10,2014,1,2014,Shotgun,Shared residence,Domestic Violence,Non-death penalty homicide.
52,Tehama,5200,36555,520036555,1,3,2017,1,1,male,White,White,51,1,Boyfriend,,,,3,9,2017,5,2017,Handgun (pistol/revolver),Vacant field,Domestic Violence,Non-death penalty homicide.
52,Tehama,5202,39896,520239896,1,8,2018,1,1,female,White,White,25,1,Wife,,,,8,28,2018,3,2018,Asphyxiation,Victim’s residence,Domestic Violence,Non-death penalty homicide.
52,Tehama,5200,41298,520041298,1,1,2019,1,1,female,White,White,39,1,Wife,,,,1,16,2019,4,2019,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
53,Trinity,5300,10055,530010055,1,1,2007,1,1,female,White,White,45,1,Girlfriend,,,,1,25,2007,5,2007,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
53,Trinity,5300,40364,530040364,1,9,2018,1,1,male,Hispanic,Hispanic,44,1,Boyfriend,,,,9,25,2018,3,2018,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
53,Trinity,5300,43082,530043082,1,12,2019,1,1,male,Asian,Other Asian,48,1,Husband,,,,12,4,2019,4,2019,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5400,00613,540000613,1,5,2001,1,1,female,Hispanic,Hispanic,17,1,Girlfriend,,,,5,7,2001,2,2001,Shotgun,Street/side walk,Domestic Violence,Non-death penalty homicide.
54,Tulare,5400,01516,540001516,1,9,2001,1,1,female,Hispanic,Hispanic,35,1,Common-law wife,,,,9,22,2001,7,2001,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5407,01531,540701531,1,9,2001,1,1,female,Hispanic,Hispanic,44,1,Wife,,,,9,5,2001,4,2001,Shotgun,Victim’s residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5400,00105,540000105,1,1,2002,1,1,female,White,White,22,1,Girlfriend,,,,1,5,2002,7,2002,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5400,00740,540000740,1,4,2003,1,1,female,Hispanic,Hispanic,25,1,Girlfriend,,,,4,25,2003,6,2003,Handgun (pistol/revolver),Vacant field,Domestic Violence,Non-death penalty homicide.
54,Tulare,5407,00798,540700798,1,5,2003,1,1,female,Hispanic,Hispanic,19,1,Girlfriend,,,,5,21,2003,4,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5408,01807,540801807,1,6,2003,1,1,female,Hispanic,Hispanic,50,1,Wife,,,,6,30,2003,2,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5400,04499,540004499,1,5,2005,1,1,female,White,White,47,1,Wife,,,,5,1,2005,1,2005,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5400,05365,540005365,1,7,2005,1,1,female,Asian,Other Asian,47,1,Wife,,,,7,19,2005,3,2005,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5400,05729,540005729,1,9,2005,1,1,male,White,White,59,1,Husband,,,,9,5,2005,2,2005,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5400,05736,540005736,1,9,2005,1,1,female,White,White,65,1,Wife,,,,9,28,2005,4,2005,Rifle,Victim’s residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5405,06637,540506637,1,12,2005,1,1,female,White,White,31,1,Wife,,,,12,10,2005,7,2005,Shotgun,Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5407,05742,540705742,1,9,2005,2,1,female,Hispanic,Hispanic,25,1,Wife,,,,9,19,2005,2,2005,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5406,08312,540608312,1,7,2006,1,1,female,White,White,27,1,"Other, known to Victim",,,,7,13,2006,5,2006,Shotgun,Victim’s residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5406,12712,540612712,1,12,2007,1,1,female,White,White,24,1,Common-law wife,,,,12,2,2007,1,2007,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
54,Tulare,5407,17477,540717477,1,7,2009,1,1,female,Hispanic,Hispanic,22,1,Girlfriend,,,,7,21,2009,3,2009,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5407,17753,540717753,1,8,2009,1,1,female,Asian,Laotian,22,1,Girlfriend,,,,8,8,2009,7,2009,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5401,19221,540119221,1,1,2010,1,1,female,Hispanic,Hispanic,22,1,Wife,,,,1,20,2010,4,2010,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5405,19222,540519222,1,1,2010,1,1,female,Other,Other,24,1,Wife,,,,1,15,2010,6,2010,Shotgun,Victim’s residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5406,19813,540619813,1,5,2010,1,1,female,Hispanic,Hispanic,24,1,Girlfriend,,,,5,23,2010,1,2010,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5406,21564,540621564,1,3,2010,1,1,female,White,White,33,1,Wife,,,,3,21,2010,1,2010,Rifle,Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5407,18892,540718892,1,1,2010,1,1,female,Asian,Other Asian,39,1,Wife,,,,1,4,2010,2,2010,Shotgun,Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5400,22787,540022787,1,8,2011,1,1,female,Hispanic,Hispanic,48,1,Ex-wife,,,,8,2,2011,3,2011,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5407,22554,540722554,1,1,2011,1,1,female,White,White,38,1,Girlfriend,,,,1,21,2011,6,2011,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5407,22648,540722648,1,7,2011,1,1,female,White,White,26,1,Girlfriend,,,,7,25,2011,2,2011,Firearm (not specified),Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5400,23992,540023992,1,2,2012,1,1,female,White,White,80,1,Wife,,,,2,16,2012,5,2012,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
54,Tulare,5400,24529,540024529,1,5,2012,1,1,female,Hispanic,Hispanic,39,1,Wife,,,,5,21,2012,2,2012,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,"The murder was especially heinous, atrocious or cruel, manifesting exceptional depravity."
54,Tulare,5405,26289,540526289,1,12,2012,1,1,female,Hispanic,Hispanic,25,1,Wife,,,,12,16,2012,1,2012,Shotgun,Victim’s residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5407,27523,540727523,1,7,2013,1,1,female,Hispanic,Hispanic,19,1,Girlfriend,,,,7,12,2013,6,2013,Shotgun,Parking lot,Domestic Violence,Non-death penalty homicide.
54,Tulare,5407,30109,540730109,1,8,2014,1,1,male,Hispanic,Hispanic,46,1,Boyfriend,,,,8,14,2014,5,2014,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5406,33505,540633505,1,4,2015,1,1,female,Hispanic,Hispanic,40,1,Wife,,,,4,11,2015,7,2015,Handgun (pistol/revolver),Residence of offender,Domestic Violence,The suspect/offender intentionally killed the victim while lying in wait.
54,Tulare,5400,33802,540033802,1,2,2016,1,0,male,Hispanic,Hispanic,19,1,Unable to determine relationship,,,,2,27,2016,7,2016,Shotgun,Street/side walk,Domestic Violence,The murder was committed intentionally by means of discharging a firearm from a motor vehicle with the intent to inflict death.
54,Tulare,5403,39098,540339098,1,5,2018,1,1,female,Hispanic,Hispanic,42,1,Wife,,,,5,19,2018,7,2018,Handgun (pistol/revolver),Residence of offender,Domestic Violence,Non-death penalty homicide.
54,Tulare,5405,40570,540540570,1,12,2018,1,1,male,Hispanic,Hispanic,38,1,Boyfriend,,,,12,17,2018,2,2018,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
54,Tulare,5407,42524,540742524,1,10,2019,1,1,male,Hispanic,Hispanic,21,1,Boyfriend,,,,10,5,2019,7,2019,Firearm (not specified),Shared residence,Domestic Violence,Non-death penalty homicide.
55,Tuolumne,5500,02318,550002318,1,12,2002,1,1,female,White,White,42,1,Wife,,,,12,23,2002,2,2002,Rifle,Shared residence,Domestic Violence,Non-death penalty homicide.
55,Tuolumne,5500,02317,550002317,1,12,2002,1,1,female,White,White,21,1,Girlfriend,,,,12,1,2002,1,2002,Handgun (pistol/revolver),Vacant field,Domestic Violence,Non-death penalty homicide.
55,Tuolumne,5500,01158,550001158,1,4,2003,1,1,male,White,White,59,1,Boyfriend,,,,4,3,2003,5,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
55,Tuolumne,5500,02476,550002476,1,8,2003,1,1,female,White,White,54,1,Girlfriend,,,,8,25,2003,2,2003,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
55,Tuolumne,5500,20641,550020641,1,4,2010,1,1,female,White,White,42,1,Girlfriend,,,,4,23,2010,6,2010,Asphyxiation,"Park, public use area",Domestic Violence,Non-death penalty homicide.
55,Tuolumne,5500,35578,550035578,1,9,2016,1,1,female,White,White,58,1,Wife,,,,7,19,2015,1,2015,Unknown,Unknown,Domestic Violence,Non-death penalty homicide.
56,Ventura,5604,00060,560400060,1,2,2001,1,1,female,Asian,Filipino,45,1,Wife,,,,2,26,2001,2,2001,Firearm (not specified),Shared residence,Domestic Violence,Non-death penalty homicide.
56,Ventura,5607,00011,560700011,1,1,2001,1,1,female,White,White,75,1,Wife,,,,1,3,2001,4,2001,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
56,Ventura,5605,01079,560501079,1,4,2002,1,1,female,Hispanic,Hispanic,51,1,Wife,,,,4,10,2002,4,2002,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
56,Ventura,5608,01057,560801057,1,7,2002,1,1,female,Hispanic,Hispanic,22,1,Girlfriend,,,,7,26,2002,6,2002,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
56,Ventura,5600,04154,560004154,1,11,2003,1,1,female,Asian,Filipino,22,1,Wife,,,,11,26,2003,4,2003,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
56,Ventura,5604,00301,560400301,1,2,2003,1,1,female,Hispanic,Hispanic,57,1,Wife,,,,2,13,2003,5,2003,Shotgun,Shared residence,Domestic Violence,Non-death penalty homicide.
56,Ventura,5609,04120,560904120,1,11,2003,1,1,female,White,White,33,1,Wife,,,,11,29,2003,7,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
56,Ventura,5608,00426,560800426,1,1,2004,1,1,female,White,White,21,1,Girlfriend,,,,1,22,2004,5,2004,Rifle,Residence of offender,Domestic Violence,Non-death penalty homicide.
56,Ventura,5601,04671,560104671,1,6,2005,1,1,female,Black or African American,Black,26,1,Girlfriend,,,,6,13,2005,2,2005,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
56,Ventura,5604,05577,560405577,1,9,2005,1,1,female,Hispanic,Hispanic,35,1,Wife,,,,9,11,2005,1,2005,Firearm (not specified),Victim’s residence,Domestic Violence,Non-death penalty homicide.
